"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2017","CARDAMOM LLC","0","1","0","0","72","5347","MI","ANN ARBOR","48105"
"2017","ANTHONY T FISCHETTI P A DBA BASIX","0","0","1","0","61","7380","FL","ROCKLEDGE","32955"
"2017","MAINFRAME2 INC DBA FRAME","1","0","0","0","54","7831","CA","SAN MATEO","94401"
"2017","SCRY ANALYTICS INC","1","0","0","0","54","2518","CA","SARATOGA","95070"
"2017","R & A ARCHITECTURE DESIGN INC","0","0","1","0","54","3291","CA","CULVER CITY","90230"
"2017","OASIS GLOBAL","1","0","0","0","54","6402","OH","MONTGOMERY","45242"
"2017","KAYAK SOFTWARE CORPORATION","2","0","5","0","54","0460","MA","BOSTON","02109"
"2017","LIGHTBEAM HEALTH SOLUTIONS LLC","0","0","0","1","54","2226","TX","IRVING","75039"
"2017","CARS UNIVERSAL INC","0","0","1","0","44","2994","CA","EMERYVILLE","94608"
"2017","CARS UNIVERSAL INC","1","0","0","0","44","2994","CA","OAKLAND","94608"
"2017","DYTEK SOLUTIONS LLC","4","1","6","0","54","8080","AZ","PHOENIX","85028"
"2017","MAIN STREET BREAD COMMISSARY LLC","0","1","0","0","31","9542","TX","GRAPEVINE","76051"
"2017","AIP PUBLISHING LLC","0","0","0","1","51","1138","NY","MELVILLE","11747"
"2017","MENLO SECURITY INC","1","0","0","0","51","1715","CA","MENLO PARK","94025"
"2017","KLAXONTECH TECNOLOGIES INC","0","1","0","0","54","3670","NJ","JERSEY CITY","07306"
"2017","SAM SCHWARTZ ENGINEERING DPC","1","0","0","0","54","5050","NY","NEW YORK","10001"
"2017","TREELINE WOODWORKS","0","0","1","0","32","7200","CA","LOS ANGELES","90039"
"2017","ARMORWAY INC","0","0","1","0","54","7928","CA","VENICE","90291"
"2017","SPECTRUM LOGIX INC","1","6","5","9","54","3896","MI","FARMINGTON","48335"
"2017","SPECTRUM LOGIX INC","0","3","2","3","54","3896","MI","FARMINGTON HILLS","48335"
"2017","BDG MEDIA INC","1","0","1","0","51","4752","NY","NEW YORK","10001"
"2017","EVERSTREAM SOLUTIONS INC","0","0","2","0","54","6642","NJ","PARAMUS","07652"
"2017","EVERSTREAM SOLUTIONS INC","1","0","0","0","54","6642","NY","NEW YORK","10018"
"2017","CARBON3D INC","0","0","1","0","33","7013","CA","REDWOOD CITY","94063"
"2017","BUILDING ROBOTICS INC","0","0","1","0","54","8620","CA","OAKLAND","94612"
"2017","INTELLI ERP SOFTWARE LLC","0","0","1","0","54","2653","FL","LAKE MARY","32746"
"2017","NANOFLEX POWER CORP","1","0","0","0","54","4002","AZ","SCOTTSDALE","85255"
"2017","BARCELON JANG ARCHITECTURE","1","0","0","0","54","6554","CA","SAN FRANCISCO","94115"
"2017","DORAL ACADEMY OF NEVADA","1","0","0","0","61","7920","NV","LAS VEGAS","89119"
"2017","PDQ TOOLING LLC","1","0","0","0","33","8232","IN","COLUMBIA CITY","46725"
"2017","NK TECHNOLABS LLC","1","0","0","0","54","8806","CA","SUNNYVALE","94086"
"2017","NK TECHNOLABS LLC","1","0","0","0","54","8806","NJ","NEW JERSEY","08077"
"2017","NK TECHNOLAB","0","1","0","0","54","8806","OH","KENT","44240"
"2017","CLOUDWICK TECHNOLOGIES INC","8","0","19","0","54","9392","CA","NEWARK","94560"
"2017","STAR UNIVERSE INTL USA LTD","0","0","0","1","52","4259","TX","KELLER","76248"
"2017","VELOCITY GLOBAL LLC","1","0","0","0","54","5233","CO","DENVER","80216"
"2017","SYNACK INC","0","1","0","0","54","6005","CA","REDWOOD CITY","94063"
"2017","RARE MILE TECHNOLOGIES INC","0","0","1","0","54","6115","CA","SAN JOSE","95110"
"2017","RARE MILE TECHNOLOGIES INC","0","0","1","0","54","6115","CA","SUNNYVALE","94085"
"2017","CO COLLECTIVE LLC","0","0","1","0","54","7497","NY","NEW YORK","10016"
"2017","LUMINOVA INFOTECH LLC","1","0","4","0","54","1918","TX","ADDISON","75001"
"2017","PEACE ELECTRONICS CORPORATION","0","0","1","0","44","3310","NJ","EAST RUTHERFORD","07073"
"2017","PEACE ELECTRONICS CORPORATION","1","0","0","0","42","3310","NJ","LITTLE FERRY","07643"
"2017","DSS CCTV INC","0","0","1","0","42","7844","NJ","MOUNT LAUREL","08054"
"2017","EDVENSOFT SOLUTIONS LLC","4","5","9","0","54","7858","TX","IRVING","75038"
"2017","HINDSIGHT SOFTWARE SOLUTIONS INC","2","0","4","1","54","0298","TX","FRISCO","75034"
"2017","HINDSIGHT SOFTWARE SOLUTIONS INC","2","0","2","4","54","0298","TX","PLANO","75024"
"2017","COMPASS PLUS U S CORP","0","0","1","0","54","1321","FL","DEERFIELD BEACH","33441"
"2017","SCIENCE APPLICATIONS INTL CORP","2","0","6","0","54","2921","FL","ORLANDO","32826"
"2017","EYEFLUENCE INC","0","0","1","0","33","7673","CA","MOUNTAIN VIEW","94043"
"2017","PILLPACK INC","0","0","1","0","44","8720","NH","MANCHESTER","03101"
"2017","COMPUTER SOLNS & SOFTWARE INTL LLC","0","0","2","0","54","1425","FL","COCONUT CREEK","33073"
"2017","COMP SOLUTIONS & SOFTWARE INTL LLC","0","0","6","0","54","1425","FL","POMPANO BEACH","33073"
"2017","AMERICAN IMMIGRATION LAW GROUP LLC","1","0","0","0","54","5915","MO","SAINT PETERS","63303"
"2017","DARTAND SYSTEMS INC","0","1","0","0","54","9012","WA","SPOKANE VALLEY","99216"
"2017","ARCH MORTGAGE INSURANCE COMPANY","1","0","5","0","52","0257","CA","WALNUT CREEK","94597"
"2017","CONNOR CONSULTING CORPORATION","0","0","2","0","54","0681","CA","SAN FRANCISCO","94107"
"2017","PEEKABUY INC","2","0","1","0","54","0740","CA","SAN MATEO","94402"
"2017","PORTX INC","1","0","0","0","48","7933","NJ","HASBROUCK HEIGHTS","07604"
"2017","GEMDALE USA CORPORATION","0","0","1","0","53","7948","CA","PASADENA","91101"
"2017","PRICEWATERHOUSECOOPERS ADVISORY SE","0","0","1","1","54","8214","FL","TAMPA","33607"
"2017","EB4NA CORP","0","0","0","1","99","9759","NY","SEAFORD","11783"
"2017","POST OAK TITLE LLC","0","0","0","1","54","1005","TX","HOUSTON","77027"
"2017","POWER REHABILITATION SERVICES LLC","1","0","0","0","62","4251","FL","OCALA","34474"
"2017","SNG INFOTECH","1","0","0","0","54","4850","IN","FISHERS","45037"
"2017","SNG INFOTECH","0","0","1","0","54","4850","IN","FISHERS","46037"
"2017","SNG INFOTECH","0","0","0","2","54","4850","IN","INDIANAPOLIS","46241"
"2017","ACCESS TECHNOLOGY SOLUTIONS INC","2","1","2","0","54","6784","IL","CHICAGO","60602"
"2017","ACCESS TECHNOLOGY SOLUTIONS INC","0","0","2","1","54","6784","IL","CHICAGO","60604"
"2017","APP ORCHID INC","0","0","1","0","54","7329","CA","REDWOOD","94065"
"2017","APP ORCHID INC","1","0","0","0","54","7329","CA","SANTA CLARA","95051"
"2017","MCKENZIE CRAFT LLC","1","0","0","0","54","6077","FL","MIAMI","33142"
"2017","ALATION INC","0","0","1","0","54","9601","CA","REDWOOD CITY","94063"
"2017","MURPHY KENNEDY GROUP LLC","0","0","1","0","23","1629","NY","NEW YORK","10006"
"2017","IPURPLE LABS INC","0","0","1","0","54","2030","CA","AGOURA HILLS","91301"
"2017","STILETTO DASH INC","0","0","1","0","99","2984","CA","LYNWOOD","90262"
"2017","MYGO CONSULTING INC","3","0","9","2","54","4192","IL","NAPERVILLE","60563"
"2017","CRITICALRIVER INC","0","0","0","1","54","6087","CA","SAN JOSE","95131"
"2017","SKT LAB CORP","2","0","1","0","54","0719","CA","SAN MATEO","94402"
"2017","AGNOS INC","0","0","1","0","54","2728","FL","MIAMI BEACH","33141"
"2017","ICON ITGROUP","1","1","1","1","54","4234","MN","MINNEAPOLIS","55447"
"2017","ICON ITGROUP","0","1","2","1","54","4234","MN","PLYMOUTH","55447"
"2017","CYANOGEN INC","0","0","4","0","51","7094","CA","PALO ALTO","94301"
"2017","CYANOGEN INC","0","0","1","0","51","7094","WA","SEATTLE","98109"
"2017","AVANZA CONSULTING LLC","0","0","0","1","54","8571","MD","ROCKVILLE","20852"
"2017","JEM ENTERPRISE","1","0","1","0","45","0452","CA","PASADENA","91106"
"2017","SBS INFO SYSTEMS LLC","0","0","2","0","54","1994","NY","ALBANY","12207"
"2017","BIZZABO INC","0","0","1","0","51","2271","NY","NEW YORK","10010"
"2017","INFRA TECHNOLOGY LLC","0","0","0","1","32","2520","TX","HOUSTON","77019"
"2017","HOLLY C ROUNDTREE CPA PLLC","1","0","0","0","54","3344","TX","DALLAS","75244"
"2017","HEALTH ELT LLC","0","1","0","0","62","4357","TX","DALLAS","75231"
"2017","KEER AMERICA CORPORATION","1","0","0","0","31","5465","SC","FORT MILL","29707"
"2017","KEER AMERICA CORPORATION","1","0","0","0","54","5465","SC","FORT MILL","29707"
"2017","MAI ENTERPRISES INC","0","0","1","0","54","5786","NY","BROOKLYN","11220"
"2017","GENISYS TECHNOLOGIES INC","0","1","2","1","54","0514","MN","MINNEAPOLIS","55447"
"2017","GENISYS TECHNOLOGIES INC","1","4","6","2","54","0514","MN","PLYMOUTH","55447"
"2017","AMERICAN IT SOURCE INC","3","0","0","0","54","0533","TX","DALLAS","75234"
"2017","AMERICAN IT SOURCE INC","4","2","0","1","54","0533","TX","IRVING","75063"
"2017","FLORIDA HOSPITAL PHYSICIAN GROUP","2","0","0","0","62","1581","FL","TAMPA","33637"
"2017","INTERSTATE BATTERIES INC","1","0","1","0","42","3063","TX","DALLAS","75251"
"2017","FIPROS LLC","2","0","0","0","54","4869","NH","NASHUA","03062"
"2017","BEYOND THE BASELINE ACADEMY LLC","0","0","1","0","61","5100","NJ","HIGHTSTOWN","08520"
"2017","RX CARE 10 LLC DBA BENZER PHARAMCY","0","0","1","0","44","5843","FL","NAPLES","34112"
"2017","MI SPECIALTY PHARMACY LLC D B A","0","0","1","0","44","6648","MI","SAGINAW","48602"
"2017","PILLAR PROPERTY MANAGEMENT LLC","1","0","0","0","53","6768","NY","BRONX","10456"
"2017","US MEDISYS LLC","1","0","1","1","54","7711","MI","GRAND RAPIDS","49525"
"2017","ADVANCE GENERATION TECHS LLC DBA A","0","2","0","0","54","8259","NY","NEW YORK","10036"
"2017","THRIVE TEK INC","0","0","1","0","54","9532","MD","COLUMBIA","21046"
"2017","USEME DIGITAL INC","0","0","1","0","54","0744","NY","BROOKLYN","11211"
"2017","METRO SWIM ONLINE LLC","1","0","0","0","54","1976","NJ","METUCHEN","08840"
"2017","MARUTEE ENGINEERING SVCS LLC","0","0","0","1","54","2107","MI","CANTON","48187"
"2017","VELOCITY AEROSPACE GROUP INC","1","0","0","0","33","7540","TX","PLANO","75024"
"2017","MAIN VALLEY INC","1","0","0","0","99","8051","CA","SAN GABRIEL","91776"
"2017","PORT ARTHUR SMILES PLLC","0","0","1","0","62","8062","TX","PORT ARTHUR","77642"
"2017","JAGUAR GROWTH PARTNERS LLC","1","0","0","0","52","8121","NY","NEW YORK","10022"
"2017","TROOLY INC","3","0","0","0","51","9906","CA","LOS ALTOS","94022"
"2017","OSCAR INSURANCE CORPORATION","3","0","4","0","52","3136","NY","NEW YORK","10012"
"2017","ORANGE SMILES PLLC","1","0","1","0","62","5235","TX","ORANGE","77630"
"2017","SAKS IT GROUP LLC","0","11","2","1","54","5527","NH","MANCHESTER","03104"
"2017","WINSIGHT INTERNATIONAL SOLUTIONS I","0","0","1","0","32","5764","CA","CHINO","91710"
"2017","IPR B&H INC","0","0","1","0","53","5895","NY","NEW YORK","10012"
"2017","LAREDO NEPHROLOGISTS PLLC","0","0","1","0","62","9200","DC","WASHINGTON","20036"
"2017","LAREDO NEPHROLOGISTS PLLC","0","0","1","0","62","9200","TX","LAREDO","78041"
"2017","CAPTORA INC","0","0","1","0","54","9519","CA","MOUNTAIN VIEW","94043"
"2017","NEXT DAY CABINETS OF VA LLC","1","0","0","0","33","4825","VA","CHANTILLY","20151"
"2017","AB PHARMACY INC DBA ASP CARES","0","0","1","0","44","7934","TX","DALLAS","75234"
"2017","AB PHARMACY INC DBA AMERICAN SPECI","0","0","1","0","44","7934","TX","PLANO","75075"
"2017","TWIST BIOSCIENCE CORP","0","0","2","0","54","8888","CA","SAN FRANCISCO","94158"
"2017","SMARTFINANCE LLC","1","0","0","0","54","4521","NY","NEW YORK","10023"
"2017","PNC CAPITAL LLC D/B/A PROCURETECHS","0","0","1","0","54","5120","IL","PARK RIDGE","60068"
"2017","NORTECH NA INC DBA NGS INFONET INC","3","1","13","0","54","8619","VA","RESTON","20191"
"2017","DRAGON OIL TECHNOLOGIES INC","1","0","1","0","21","3177","TX","HOUSTON","77057"
"2017","AMERICAN INFO SYSTEMS INC","0","1","0","0","54","3748","KS","OVERLAND PARK","66210"
"2017","ABILA INC","1","0","0","0","54","5874","TX","AUSTIN","78750"
"2017","ENERGY INSIGHT INC","0","0","1","0","54","6631","MN","CHANHASSEN","55317"
"2017","GIDDY INC D/B/A BOXED WHOLESALE","0","0","1","0","45","6666","NJ","EDISON","08817"
"2017","GIDDY INC D/B/A BOXED WHOLESALE","0","0","1","0","45","6666","NY","NEW YORK","10013"
"2017","FYUSION INC","1","0","1","0","54","8636","CA","SAN FRANCISCO","94103"
"2017","LOTUS MEDIA LLC","0","0","1","0","51","9077","CA","LOS ANGELES","90067"
"2017","EVERSTRING TECHNOLOGY LIMITED","1","0","5","0","51","5201","CA","SAN MATEO","94404"
"2017","DNA MILITARY N CAROLINA INC D/B/A","1","1","0","0","81","7180","NC","HIGH POINT","27265"
"2017","NEURALA INC","1","0","0","0","54","8517","MA","BOSTON","02215"
"2017","GRADIANT CORPORATION","0","0","2","0","21","9665","MA","WOBURN","01801"
"2017","GRADIANT CORPORATION","1","0","1","0","22","9665","MA","WOBURN","01801"
"2017","INNOVATIVE SCHEDULING LLC DBA OPTY","3","0","4","0","54","1371","FL","GAINESVILLE","32607"
"2017","LEROY TECHS DBA EMISSARY.IO","1","0","1","0","54","1477","NY","NEW YORK","10013"
"2017","TABITS INC","0","0","1","0","54","2361","GA","SANDY SPRINGS","30328"
"2017","INCEPTOPIA LLC","0","0","6","0","54","3720","NJ","JERSEY CITY","07311"
"2017","PREMIERE ROOFING SUPPLY LLC DBA AM","1","0","0","0","44","4227","CA","BELLFLOWER","90706"
"2017","SUPER SPACE INC","1","0","0","0","42","6149","CA","BALDWIN PARK","91706"
"2017","RWIN TECHNOLOGIES LLC","0","0","1","0","54","6497","NY","BOHEMIA","11716"
"2017","CLOUD ELEMENTS INC","0","1","2","0","54","8742","CO","DENVER","80216"
"2017","NASDAQ PRIVATE MARKET LLC","0","0","1","0","52","9061","CA","SAN FRANCISCO","94105"
"2017","ATTAINICA LLC","1","0","1","0","54","0310","NJ","ROBBINSVILLE","08691"
"2017","ATTAINICA LLC","1","0","4","0","54","0310","NJ","TRENTON","08691"
"2017","GELS LOGISTICS INC","0","1","0","0","49","1574","CA","ALHAMBRA","91801"
"2017","GELS LOGISTIC INC","1","0","0","0","54","1574","CA","ARCADIA","91007"
"2017","GELS LOGISTICS INC","7","1","0","0","48","1574","CA","CITY OF INDUSTRY","91789"
"2017","GELS LOGISTICS INC","0","1","1","0","54","1574","CA","CITY OF INDUSTRY","91789"
"2017","GELS LOGISTICS INC","1","0","0","0","48","1574","CA","WALNUT","91789"
"2017","GELS LOGISTICS INC","1","0","0","0","54","1574","CA","WALNUT","91789"
"2017","RIYA MEDICAL GROUP PLLC","1","0","0","0","62","3517","TX","DALLAS","75234"
"2017","LIVING STONE EDUCATION LLC","0","0","1","0","61","3717","VA","CENTREVILLE","20121"
"2017","YANA SOFTWARE INC","1","0","1","0","54","5083","TX","AUSTIN","78717"
"2017","YANA SOFTWARE INC","42","0","11","1","54","5083","TX","AUSTIN","78750"
"2017","DHANSOFT TECHNOLOGIES LLC","1","2","1","1","54","6944","VA","ASHBURN","20147"
"2017","RITEMED PHARMACY LLC","0","0","1","0","44","7046","FL","KISSIMMEE","34759"
"2017","RXADVANCE CORPORATION","3","0","1","0","52","8777","MA","SOUTHBOROUGH","01772"
"2017","LIBERATE MEDICAL LLC","0","0","1","0","33","9685","KY","CRESTWOOD","40014"
"2017","BIZBRAIN TECHNOLOGIES LLC","1","0","1","0","54","0974","FL","MIAMI","33138"
"2017","TECHNOCRAFT SOLUTIONS LLC","1","0","14","0","54","3262","OH","HILLIARD","43026"
"2017","TECHNOCRAFT SOLUTIONS LLC","0","0","2","0","62","3262","OH","HILLIARD","43026"
"2017","TECHNOCRAFT SOLUTIONS LLC","0","0","1","0","54","3263","OH","HILLIARD","43026"
"2017","PREDICTRONICS CORP","1","0","0","0","54","3281","OH","CINCINNATI","45242"
"2017","CBE COMPANIES INC","1","0","0","0","56","6941","IA","CEDAR FALLS","50613"
"2017","CASTLE POINT LEARNING SYSTEMS LLC","1","0","0","0","54","9928","NJ","WEST MILFORD","07480"
"2017","NUTRISAVINGS LLC","0","0","2","0","44","1219","MA","NEWTONVILLE","02460"
"2017","WHIZ ENTERPRISE SOLUTIONS INC","0","0","1","0","54","1601","PA","SOUTHAMPTON","18966"
"2017","THE RESPECT INSTITUTE INC","1","0","0","0","61","2947","PA","BETHLEHEM","18017"
"2017","LOGICA PA","0","0","1","0","54","3434","FL","MIAMI BEACH","33139"
"2017","MANHATTAN TAX ACCOUNTING COMPANY","0","0","1","0","54","8241","NY","NEW YORK","10016"
"2017","PILGRIM AVIATION LLC","1","0","0","0","61","8510","MA","PLYMOUTH","02360"
"2017","3DENT TECHNOLOGY LLC","0","0","2","0","54","9136","TX","HOUSTON","77005"
"2017","GIPHY INC","0","0","1","0","54","0194","NY","NEW YORK","10014"
"2017","ACCENTUATE IT SOLUTIONS LLC","0","0","0","1","54","3210","TX","FRISCO","75034"
"2017","ACCENTUATE IT SOLUTIONS LLC","0","0","2","0","54","3210","VA","HERNDON","20171"
"2017","NESTLE REGIONAL GLOBE OFFICE NORTH","0","0","4","0","31","6939","MO","SAINT LOUIS","63164"
"2017","NESTLE REGIONAL GLOBE OFFICE NORTH","0","0","1","0","31","6939","MO","ST LOUIS","63164"
"2017","NEXIUS INSIGHT INC","0","0","1","0","54","7282","TX","ALLEN","75013"
"2017","NEXIUS INSIGHT INC","4","2","18","1","54","7282","TX","FRISCO","75034"
"2017","TECH TIMES LLC","1","0","0","0","99","7743","NY","NEW YORK","10004"
"2017","AVP BRAZILIAN DISTRIBUTORS INC","0","1","0","0","42","0493","CA","FAIRFIELD","94534"
"2017","OBJECTNET INC","3","2","1","1","54","4182","NJ","EDISON","08817"
"2017","AURFY INC","0","1","0","0","52","4540","CA","SUNNYVALE","94085"
"2017","CREATIVE BABY INC","0","0","1","0","33","5598","CA","CITY OF INDUSTRY","91746"
"2017","UNDISCLOSABLE INC","0","0","0","1","54","6325","CA","LOS ANGELES","90021"
"2017","HOUSTON PHYSICIAN SPC LLC DBA HOUS","0","0","1","0","62","8408","GA","WARNER ROBINS","31093"
"2017","MAHINDRA TRACTOR ASSEMBLY INC","0","0","2","0","33","9883","CA","FREMONT","94538"
"2017","BLUE STONE BK LLC DBA AVERY HALL I","1","0","0","0","23","1364","NY","NEW YORK","10003"
"2017","COVARON INC","0","0","1","0","32","4511","MI","ANN ARBOR","48108"
"2017","SAVVY INFO SYSTEMS INC","0","0","1","0","54","5133","IL","SCHAUMBURG","60195"
"2017","CATAPULT STAFFING LLC","0","2","1","0","54","5397","TX","PLANO","75093"
"2017","RX CARE 12 LLC","1","0","0","0","44","6401","FL","BOYNTON BEACH","33435"
"2017","SMARTWE INC","0","0","0","1","54","7411","CA","SANTA CLARA","95054"
"2017","WARGAMING USA INC","1","0","0","0","54","8838","IL","CHICAGO","60601"
"2017","WARGAMING USA INC","0","0","1","0","54","8838","WA","REDMOND","98052"
"2017","HOMEISM INC","0","0","1","0","54","9507","NY","BROOKLYN","11221"
"2017","INNOVATION IT TECHNOLOGIES","2","0","1","0","54","9985","WA","BOTHELL","98011"
"2017","ALPHA ANIMAL HOSPITAL INC DBA ALPH","1","0","0","0","54","0760","CA","CAMPBELL","95008"
"2017","PRIME HEALTHCARE SVCS PROVIDENCE L","0","0","1","0","62","2669","CA","ONTARIO","91761"
"2017","PRIME HEALTHCARE SVCS PROVIDENCE L","1","0","1","0","62","2669","KS","KANSAS CITY","66112"
"2017","DEVICE IDEAS LLC","1","0","0","0","33","4983","NY","BROOKLYN","11231"
"2017","AFFINITY HIVE INC","0","0","1","0","54","5211","CA","PALO ALTO","94304"
"2017","TOLLOTECH LLC","0","0","0","1","54","4832","MN","MINNEAPOLIS","55439"
"2017","MISHA LLC FKA MOOLOKO LLC","0","0","1","0","42","5172","NY","NEW YORK","10019"
"2017","NAIVA SOLUTIONS INC","0","1","0","0","54","5669","DE","MIDDLETOWN","19709"
"2017","TRANSIFEX US INC","0","0","1","0","51","7170","CA","MENLO PARK","94025"
"2017","TABLELIST INC","0","0","0","1","54","8788","MA","BOSTON","02111"
"2017","LAW OFFICES OF FEI PANG","0","1","0","0","54","1094","CA","ARCADIA","91006"
"2017","C C ACCOUNTANCY CORP","0","0","1","1","54","1482","CA","ARCADIA","91007"
"2017","ARTYLLECT INC","0","0","1","1","54","1680","CA","SAN FRANCISCO","94111"
"2017","APOGEE MEDICAL GROUP DELAWARE INC","6","0","11","0","62","7372","TX","DALLAS","75225"
"2017","EQUINE FIRST INC DBA SAN LUIS REY","1","0","0","0","54","8708","CA","BONSALL","92003"
"2017","WISCONSIN INTERACTIVE NETWORK LLC","0","0","1","0","54","1868","KS","OLATHE","66061"
"2017","I & I WHOLESALES CORP","0","0","1","0","42","3629","CA","LOS ANGELES","90058"
"2017","COMPASS NUTRITION LLC","0","0","1","0","62","5585","NY","NEW YORK","10007"
"2017","OUTRAGEOUS LABS INC","0","0","1","0","54","8690","CA","SAN FRANCISCO","94107"
"2017","FIELDWIRELABS INC","1","0","0","0","54","3143","CA","SAN FRANCISCO","94102"
"2017","HIRANI PLATINUM CORP DBA HEALTHY P","1","0","0","0","72","3906","TX","SUGAR LAND","77479"
"2017","MODLAR INC","0","1","0","0","51","4503","CA","SAN FRANCISCO","94108"
"2017","DENTAL DEPOT","0","1","1","0","62","5300","OK","OKLAHOMA CITY","73107"
"2017","TA ACCT & TAX LLC","1","0","1","0","54","7972","NJ","EDISON","08837"
"2017","ZERO TURNAROUND USA INC","0","0","1","0","51","8569","MA","BOSTON","02116"
"2017","CAMBRIDGE IT COMPLIANCE LLC","0","0","1","0","54","8585","MA","SOUTHBOROUGH","01772"
"2017","CLEARVISION CRM INC","1","1","0","0","54","8814","TX","SUGAR LAND","77479"
"2017","CLOUDISTICS INC","0","0","1","0","54","9564","VA","RESTON","20191"
"2017","MORENSTEIN CRONAN LLC DBA BRAN","0","0","0","1","54","3558","CA","SAN FRANCISCO","94103"
"2017","ON DEMAND AGILITY SOLUTIONS INC","3","0","12","2","54","4244","PA","KING OF PRUSSIA","19406"
"2017","ALLTEC LLC","0","0","1","0","33","0094","NC","CHARLOTTE","28210"
"2017","SCIENTIFIC REVENUE","1","0","0","0","51","2191","CA","SAN MATEO","94403"
"2017","GAMETIME UNITED","1","0","1","0","51","3108","CA","SAN FRANCISCO","94103"
"2017","CLEAR WATER VETERINARY IMAGING LLC","1","0","0","0","54","4461","WA","MOUNTLAKE TERRACE","98043"
"2017","FWD US","0","0","1","0","81","6015","DC","WASHINGTON","20003"
"2017","FIRST HAIR USA INC","1","0","0","0","42","6536","NY","GLEN COVE","11542"
"2017","FIRST PERSON INC","0","0","1","0","54","9343","CA","SAN FRANCISCO","94107"
"2017","INFOBIZ TECHNOLOGIES INC","3","0","1","1","54","9768","CA","TRACY","95377"
"2017","ORANGEKITES LLC","0","0","1","0","54","0119","MA","SHARON","02067"
"2017","ORANGEKITES LLC","0","0","1","0","54","0119","MA","WESTWOOD","02090"
"2017","ALADDIN INFO TECHNOLOGY CORP","1","0","0","0","61","0411","NY","NEW YORK","10018"
"2017","RUSSELL WILLIAMS LLC","0","0","2","0","53","0411","NY","NEW YORK","10170"
"2017","BLUE ROSE TECHNOLOGIES LLC","1","0","4","0","54","4446","FL","MIAMI","33166"
"2017","BFFT OF AMERICA","3","0","0","0","56","5329","CA","BELMONT","94002"
"2017","MANAUS LLC","0","0","1","0","54","7706","CA","LOS ANGELES","90025"
"2017","PATESON ARTS & SCIENCE CHARTER SCH","1","0","0","0","61","7798","NJ","ELMWOOD PARK","07407"
"2017","CASCADIA CAPITAL CORPORATION","0","0","1","0","54","1589","CA","ALHAMBRA","91801"
"2017","EK ONKAR PLLC","0","0","0","1","62","3392","TX","RICHMOND","77407"
"2017","NIULINE TRADING CORP","0","1","0","0","42","3740","AZ","PHOENIX","85029"
"2017","IT CORPZ INC","1","6","0","0","54","6377","TX","IRVING","75038"
"2017","BEG LOS ANGELES","0","1","0","0","54","7572","CA","LOS ANGELES","90025"
"2017","RASS GLOBAL INC","1","0","0","0","54","7768","NJ","CHESTERFIELD","08515"
"2017","HEALTHIPASS INC","1","0","0","0","54","7827","IL","NAPERVILLE","60563"
"2017","PIONEER CHARTER SCHOOL OF SCI II","1","0","1","0","61","8018","MA","SAUGUS","01906"
"2017","VOX ASTRA INC","6","6","3","1","54","2348","MA","MARLBOROUGH","01752"
"2017","MISSION HOSPITALIST MED CORP","0","0","1","0","62","4212","CA","FREMONT","94538"
"2017","UNICON PHARMA INC","0","0","1","0","54","4626","NJ","EDISON","08817"
"2017","COVALENSE TECHNOLOGIES LLC","5","0","1","0","54","6745","VA","HERNDON","20170"
"2017","OLEMA PARTNERS LLC","0","0","1","0","31","7823","CA","SAN FRANCISCO","94104"
"2017","VAPOTHERM INC","0","0","1","0","33","9298","NH","EXETER","03833"
"2017","SAVILINX LLC","1","0","0","0","56","6664","ME","BRUNSWICK","04011"
"2017","VHG NEW YORK LLC","0","0","1","0","72","8228","NY","NEW YORK","10019"
"2017","FIRST PERFORMANCE CORPORATION","1","0","0","0","54","0870","GA","MACON","31221"
"2017","INGENIO LLC","0","0","4","0","56","2131","CA","SAN FRANCISCO","94105"
"2017","DRIVESCALE INC","0","0","1","0","54","7325","CA","SUNNYVALE","94085"
"2017","GLOBAL IT INC","10","11","2","0","54","0454","OH","DUBLIN","43017"
"2017","DORAL LUXURY MOTORS LLC","0","0","0","1","53","3375","FL","MIAMI","33142"
"2017","JUSTWORKS EMPLOYMENT GROUP LLC LCF","1","0","1","0","54","3648","NY","NEW YORK","10001"
"2017","BLUECORE INC","2","0","2","0","54","4224","NY","NEW YORK","10002"
"2017","TRENDMARK LLC","0","2","0","0","54","5196","NJ","ISELIN","08830"
"2017","TRENDMARK LLC","0","0","2","0","54","5196","NJ","PRINCETON","08540"
"2017","BRAINBLOOM LLC","1","0","0","0","54","6054","VA","CULPEPER","22701"
"2017","AMERICAN TECH VISION SOLUTIONS LLC","8","9","8","1","54","6248","TX","HOUSTON","77036"
"2017","AWESOME SMILES LLC","0","0","1","0","62","6862","CT","BRIDGEPORT","06608"
"2017","MERCY HOSPITAL ADA INC","1","0","0","0","62","8155","OK","OKLAHOMA CITY","73120"
"2017","PROCURE PROFESSIONALS INC","0","6","0","2","54","9164","NJ","SOUTH PLAINFIELD","07080"
"2017","CONTRAST CAPITAL MANAGEMENT LLC","0","0","1","0","52","9484","MA","BOSTON","02116"
"2017","ITERABLE INC","0","0","1","0","54","9594","CA","SAN FRANCISCO","94107"
"2017","CORNELL CAPITAL LLC","0","0","1","0","52","0795","NY","NEW YORK","10022"
"2017","MED2PHARM HEALTH CARE SOLNS INC","0","0","2","1","54","6785","NJ","JERSEY CITY","07306"
